"","pid","sex","birth_year","race","hispanic","home_language","US_born","grade_w1","suspension_this_year","ever_suspended","grade_last_suspended","extrav","agree","consc","neuro","open","anger","optimism","anxiety","race_complex","extrav_c","agree_c","consc_c","neuro_c","open_c","anxiety_c","anger_c","optimism_c"
"6060","99573951","male",82,"OTHER","no","English","yes","7","no","no",NA,2.75,3,3,3,3.75,3.25,3,3,"White",-0.304808195862791,0.0976859125425502,0.018296674522126,0.0430904687090861,0.442033254778738,0.144769573186698,0.213799423932967,0.157845640219953
"6061","99573952","male",79,"OTHER","no","English","yes","9","no","no",NA,3.25,3.5,2.5,2.5,3,2.75,2.75,3.25,"White",0.195191804137209,0.59768591254255,-0.481703325477874,-0.456909531290914,-0.307966745221262,0.394769573186698,-0.286200576067033,-0.0921543597800469
"6062","99573953","female",79,"OTHER","no","English","yes","9",NA,"no",NA,3.25,3.75,3.5,3,4.5,3,3,3,"White",0.195191804137209,0.84768591254255,0.518296674522126,0.0430904687090861,1.19203325477874,0.144769573186698,-0.0362005760670332,0.157845640219953
"6063","99573955","male",79,"OTHER","no","English","yes","10","no","no",NA,3,3,3,3.5,3.5,3,3,3.25,"White",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.543090468709086,0.192033254778738,0.394769573186698,-0.0362005760670332,0.157845640219953
"6064","99573956","female",80,"OTHER","no","English","yes","8","no","no",NA,3.25,3,3,2.25,3.25,2.75,3.25,2.5,"White",0.195191804137209,0.0976859125425502,0.018296674522126,-0.706909531290914,-0.057966745221262,-0.355230426813302,-0.286200576067033,0.407845640219953
"6066","99573958","female",79,"OTHER","no","English","yes","10","no","no",NA,2.5,3.25,3.25,3.25,3.75,3.5,2.5,3.25,"White",-0.554808195862791,0.34768591254255,0.268296674522126,0.293090468709086,0.442033254778738,0.394769573186698,0.463799423932967,-0.342154359780047
"6067","99573959","female",79,"OTHER","no","English","yes","10","no","no",NA,3,3.25,2,3.25,3,3,2,2.75,"White",-0.0548081958627913,0.34768591254255,-0.981703325477874,0.293090468709086,-0.307966745221262,-0.105230426813302,-0.0362005760670332,-0.842154359780047
"6068","99573992","male",79,"OTHER","no","English",NA,"10","no","no",NA,3.5,2.75,3,2.5,3,3,2.75,3,"White",0.445191804137209,-0.15231408745745,0.018296674522126,-0.456909531290914,-0.307966745221262,0.144769573186698,-0.0362005760670332,-0.0921543597800469
"6069","99573998","male",77,"OTHER","no","English","yes","12",NA,"yes","12",3,2.25,2.25,3.25,3.5,3,2.5,3,"White",-0.0548081958627913,-0.65231408745745,-0.731703325477874,0.293090468709086,0.192033254778738,0.144769573186698,-0.0362005760670332,-0.342154359780047
"6070","99573999","male",79,"OTHER","no","English","yes","9",NA,"no",NA,3.25,2.75,2.75,2.75,3,2.75,3,2.75,"White",0.195191804137209,-0.15231408745745,-0.231703325477874,-0.206909531290914,-0.307966745221262,-0.105230426813302,-0.286200576067033,0.157845640219953
"6071","99574097","male",78,"BLACK","no","English","yes","10",NA,"yes","10",2.75,3,3.5,2.5,2.5,3,2.5,3,"Black",-0.304808195862791,0.0976859125425502,0.518296674522126,-0.456909531290914,-0.807966745221262,0.144769573186698,-0.0362005760670332,-0.342154359780047
"6073","99574118","male",78,"BLACK","no","English","yes","11",NA,"yes","10",3,2.25,2.5,3,3.25,2.25,2.75,2.5,"Black",-0.0548081958627913,-0.65231408745745,-0.481703325477874,0.0430904687090861,-0.057966745221262,-0.355230426813302,-0.786200576067033,-0.0921543597800469
"6074","99574130","male",77,"BLACK","no","English","yes","12",NA,"no",NA,2.75,2.25,2.5,3,3.5,3,2.75,2.75,"Black",-0.304808195862791,-0.65231408745745,-0.481703325477874,0.0430904687090861,0.192033254778738,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"6075","99574137","female",78,"BLACK","no","English","yes","10","yes","yes","10",2.5,2.75,2.75,2,3,2.5,3.25,3,"Black",-0.554808195862791,-0.15231408745745,-0.231703325477874,-0.956909531290914,-0.307966745221262,0.144769573186698,-0.536200576067033,0.407845640219953
"6076","99574199","male",77,"OTHER","no","English",NA,"11","no","yes","5",3,3.5,3.25,2.5,2.5,3.5,2.25,3,"White",-0.0548081958627913,0.59768591254255,0.268296674522126,-0.456909531290914,-0.807966745221262,0.144769573186698,0.463799423932967,-0.592154359780047
"6077","99574211","male",77,"BLACK","no","English","yes","11","no","yes","7",2.5,3,3.25,3.5,3.5,3.25,2.75,3,"Black",-0.554808195862791,0.0976859125425502,0.268296674522126,0.543090468709086,0.192033254778738,0.144769573186698,0.213799423932967,-0.0921543597800469
"6079","99574391","female",77,"OTHER","no","English","yes","12",NA,"no",NA,3,3.25,3.75,4,3.5,3,1.75,2.75,"White",-0.0548081958627913,0.34768591254255,0.768296674522126,1.04309046870909,0.192033254778738,-0.105230426813302,-0.0362005760670332,-1.09215435978005
"6080","99574415","female",79,"HISPANIC","yes","English","yes","9",NA,"yes","9",3,3,3,3,4,3.5,2.5,2.5,"Other",-0.0548081958627913,0.0976859125425502,0.018296674522126,0.0430904687090861,0.692033254778738,-0.355230426813302,0.463799423932967,-0.342154359780047
"6081","99574437","male",77,"BLACK","no","English",NA,"11","no","yes","9",2.75,2.25,3,3,3.5,3,3,3,"Black",-0.304808195862791,-0.65231408745745,0.018296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
"6082","99574499","female",76,"OTHER","no","English","yes","12",NA,"yes","9",3.75,3,3,2.75,3.75,3.25,3.25,3,"White",0.695191804137209,0.0976859125425502,0.018296674522126,-0.206909531290914,0.442033254778738,0.144769573186698,0.213799423932967,0.407845640219953
"6084","99574615","female",78,"HISPANIC","yes","English","yes","11","no","yes","10",2.25,3,3,2.75,3.75,3.25,2.5,2.75,"Other",-0.804808195862791,0.0976859125425502,0.018296674522126,-0.206909531290914,0.442033254778738,-0.105230426813302,0.213799423932967,-0.342154359780047
"6085","99574619","male",79,"BLACK","no","English","yes","11",NA,"yes","9",3.75,2.75,3,2.25,3,3.25,2.75,2.75,"Black",0.695191804137209,-0.15231408745745,0.018296674522126,-0.706909531290914,-0.307966745221262,-0.105230426813302,0.213799423932967,-0.0921543597800469
"6087","99574686","male",79,"OTHER","no","English","yes","9","no","yes","9",2.75,2.75,3.5,3,3.5,3.25,3.25,3.25,"White",-0.304808195862791,-0.15231408745745,0.518296674522126,0.0430904687090861,0.192033254778738,0.394769573186698,0.213799423932967,0.407845640219953
"6088","99574729","male",79,"OTHER","no","English","yes","9","no","no",NA,3.25,3,2.75,2.75,4,3,3,2.25,"White",0.195191804137209,0.0976859125425502,-0.231703325477874,-0.206909531290914,0.692033254778738,-0.605230426813302,-0.0362005760670332,0.157845640219953
"6089","99574749","female",81,"HISPANIC","yes","Spanish","yes","9","no","yes","9",2.75,3.25,3.25,3.25,3.5,2.5,3.5,3.25,"White",-0.304808195862791,0.34768591254255,0.268296674522126,0.293090468709086,0.192033254778738,0.394769573186698,-0.536200576067033,0.657845640219953
"6090","99574804","female",82,"BLACK","no","English",NA,"7","no","no",NA,2.5,3.25,3.5,3.25,3.25,3,3.25,2.75,"Black",-0.554808195862791,0.34768591254255,0.518296674522126,0.293090468709086,-0.057966745221262,-0.105230426813302,-0.0362005760670332,0.407845640219953
"6091","99574808","male",79,"OTHER","no","English",NA,"10","no","no",NA,3.25,2.75,3.75,2.5,3.5,2.75,3.25,3.5,"Other",0.195191804137209,-0.15231408745745,0.768296674522126,-0.456909531290914,0.192033254778738,0.644769573186698,-0.286200576067033,0.407845640219953
"6092","99574899","male",80,"OTHER","no","English","yes","9","no","no",NA,3.25,3.25,3.5,3.25,3.5,3,3.25,2.75,"White",0.195191804137209,0.34768591254255,0.518296674522126,0.293090468709086,0.192033254778738,-0.105230426813302,-0.0362005760670332,0.407845640219953
"6093","99574912","female",78,"BLACK","no","English","yes","12",NA,"yes","11",2.75,3,2.75,3,3,3,3,3.25,"Black",-0.304808195862791,0.0976859125425502,-0.231703325477874,0.0430904687090861,-0.307966745221262,0.394769573186698,-0.0362005760670332,0.157845640219953
"6094","99574996","male",79,"BLACK","no","English","yes","9","yes","yes",NA,3.5,3,2.5,3,4.25,2.75,2.25,3,"Black",0.445191804137209,0.0976859125425502,-0.481703325477874,0.0430904687090861,0.942033254778738,0.144769573186698,-0.286200576067033,-0.592154359780047
"6097","99575014","female",78,"OTHER","no","English",NA,"11",NA,"no",NA,3.5,3,3.25,3,4,3.25,4,3.25,"White",0.445191804137209,0.0976859125425502,0.268296674522126,0.0430904687090861,0.692033254778738,0.394769573186698,0.213799423932967,1.15784564021995
"6098","99575018","female",79,"OTHER","no","English","yes","10","no","no",NA,3.5,4,3,3,4,3.25,2.75,3,"White",0.445191804137209,1.09768591254255,0.018296674522126,0.0430904687090861,0.692033254778738,0.144769573186698,0.213799423932967,-0.0921543597800469
"6101","99575034","female",80,"OTHER","no","English","yes","9","no","no",NA,3.5,4.75,4.25,3.25,3.75,3,3.25,2.25,"White",0.445191804137209,1.84768591254255,1.26829667452213,0.293090468709086,0.442033254778738,-0.605230426813302,-0.0362005760670332,0.407845640219953
"6102","99575038","male",78,"OTHER","no","English",NA,"11","no","no",NA,2.75,3,3.5,2.75,3,3.5,3.5,2.5,"White",-0.304808195862791,0.0976859125425502,0.518296674522126,-0.206909531290914,-0.307966745221262,-0.355230426813302,0.463799423932967,0.657845640219953
"6105","99575082","female",78,"OTHER","no","English","yes","11","no","no",NA,3.25,3,3,3,3,3.75,3,4,"White",0.195191804137209,0.0976859125425502,0.018296674522126,0.0430904687090861,-0.307966745221262,1.1447695731867,0.713799423932967,0.157845640219953
"6106","99575087","female",78,"OTHER","no","English","yes","11","no","no",NA,3.5,3,3,3.5,3.5,3,3,3.5,"White",0.445191804137209,0.0976859125425502,0.018296674522126,0.543090468709086,0.192033254778738,0.644769573186698,-0.0362005760670332,0.157845640219953
"6108","99575096","female",79,"HISPANIC","yes","Spanish",NA,"10","no","no",NA,3,2.75,3.25,3.25,3.5,3.75,3.25,2.75,"Other",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.293090468709086,0.192033254778738,-0.105230426813302,0.713799423932967,0.407845640219953
"6109","99575118","female",77,"OTHER","no","Other","yes","12",NA,"no",NA,3.5,3,3.5,3.25,3,2.75,3.5,3,"Asian/Pacific Islander",0.445191804137209,0.0976859125425502,0.518296674522126,0.293090468709086,-0.307966745221262,0.144769573186698,-0.286200576067033,0.657845640219953
"6111","99575131","female",79,"BLACK","no","English","yes","9","no","no",NA,2.5,2.75,3,3.75,3.25,3.5,3.25,2.5,"Black",-0.554808195862791,-0.15231408745745,0.018296674522126,0.793090468709086,-0.057966745221262,-0.355230426813302,0.463799423932967,0.407845640219953
"6112","99575134","male",77,"OTHER","no","English","yes","11","no","no",NA,3.25,2,2.25,2.25,3,3,3.25,3.25,"White",0.195191804137209,-0.90231408745745,-0.731703325477874,-0.706909531290914,-0.307966745221262,0.394769573186698,-0.0362005760670332,0.407845640219953
"6113","99575153","female",77,"OTHER","no","English",NA,"12",NA,"no",NA,3.25,3,3.25,3.25,3.75,2.75,2.5,2,"White",0.195191804137209,0.0976859125425502,0.268296674522126,0.293090468709086,0.442033254778738,-0.855230426813302,-0.286200576067033,-0.342154359780047
"6114","99575154","female",78,"BLACK","no","English",NA,"10","no","yes","10",2.5,3,3,3,1.75,2.5,2.75,3.25,"Black",-0.554808195862791,0.0976859125425502,0.018296674522126,0.0430904687090861,-1.55796674522126,0.394769573186698,-0.536200576067033,-0.0921543597800469
"6115","99575157","male",79,"BLACK","no","English","yes","10","yes","yes","9",2.25,3,2,2.5,3.25,2.75,2.75,2.75,"Black",-0.804808195862791,0.0976859125425502,-0.981703325477874,-0.456909531290914,-0.057966745221262,-0.105230426813302,-0.286200576067033,-0.0921543597800469
"6116","99575179","male",76,"OTHER","no","English","no","12",NA,"no",NA,2.75,3.25,3.5,3.5,3.25,3,3,3.5,"White",-0.304808195862791,0.34768591254255,0.518296674522126,0.543090468709086,-0.057966745221262,0.644769573186698,-0.0362005760670332,0.157845640219953
"6117","99575185","female",79,"OTHER","no","English","yes","10","no","no",NA,3.25,3,3.25,2.5,3.75,3.25,2.75,2.5,"White",0.195191804137209,0.0976859125425502,0.268296674522126,-0.456909531290914,0.442033254778738,-0.355230426813302,0.213799423932967,-0.0921543597800469
"6118","99575186","female",79,"OTHER","no","English","yes","10","no","no",NA,3.75,3.25,3.5,3,3,3,3,2.75,"White",0.695191804137209,0.34768591254255,0.518296674522126,0.0430904687090861,-0.307966745221262,-0.105230426813302,-0.0362005760670332,0.157845640219953
"6119","99575216","female",78,"OTHER","no","English",NA,"11","no","no",NA,3.25,2.75,3,2.75,3.25,3.25,2.75,3,"White",0.195191804137209,-0.15231408745745,0.018296674522126,-0.206909531290914,-0.057966745221262,0.144769573186698,0.213799423932967,-0.0921543597800469
"6120","99575236","female",77,"OTHER","no","English","yes","11",NA,"no",NA,3,3.25,3,2.75,3.75,3.25,3,2.75,"White",-0.0548081958627913,0.34768591254255,0.018296674522126,-0.206909531290914,0.442033254778738,-0.105230426813302,0.213799423932967,0.157845640219953
"6121","99575237","male",78,"OTHER","no","English","yes","11","no","no",NA,3.25,2.75,2.5,2,3.5,2,2.75,2,"White",0.195191804137209,-0.15231408745745,-0.481703325477874,-0.956909531290914,0.192033254778738,-0.855230426813302,-1.03620057606703,-0.0921543597800469
"6122","99575240","male",81,"BLACK","no","English","yes","9","no","no",NA,2.25,2,1.75,3.5,3.75,2.5,2.5,3,"Black",-0.804808195862791,-0.90231408745745,-1.23170332547787,0.543090468709086,0.442033254778738,0.144769573186698,-0.536200576067033,-0.342154359780047
"6123","99575242","female",78,"BLACK","no","English","yes","11","no","yes","11",3,3,3.5,3,3.5,3,2.75,3.25,"Black",-0.0548081958627913,0.0976859125425502,0.518296674522126,0.0430904687090861,0.192033254778738,0.394769573186698,-0.0362005760670332,-0.0921543597800469
"6124","99575245","male",79,"BLACK","no","English","yes","9","no","yes","7",3.25,3.5,3,3.25,3.25,3.25,3.25,2.75,"Black",0.195191804137209,0.59768591254255,0.018296674522126,0.293090468709086,-0.057966745221262,-0.105230426813302,0.213799423932967,0.407845640219953
"6125","99575248","male",78,"BLACK","no","English","yes","11","no","no",NA,3,2.75,2.75,3,3.5,2.75,3.75,2.5,"Black",-0.0548081958627913,-0.15231408745745,-0.231703325477874,0.0430904687090861,0.192033254778738,-0.355230426813302,-0.286200576067033,0.907845640219953
"6126","99575253","female",80,"OTHER","no","English","yes","9","no","no",NA,3.25,3.25,3,3,3.25,3,3,3.25,"White",0.195191804137209,0.34768591254255,0.018296674522126,0.0430904687090861,-0.057966745221262,0.394769573186698,-0.0362005760670332,0.157845640219953
"6127","99575259","female",80,"OTHER","no","English","yes","9","no","no",NA,3,2.75,2.75,3.5,3.25,3.25,2.75,3,"White",-0.0548081958627913,-0.15231408745745,-0.231703325477874,0.543090468709086,-0.057966745221262,0.144769573186698,0.213799423932967,-0.0921543597800469
"6128","99575260","male",79,"OTHER","no","English",NA,"9","no","no",NA,3.75,3.5,2.5,3.5,3,3.25,2.5,2.5,"White",0.695191804137209,0.59768591254255,-0.481703325477874,0.543090468709086,-0.307966745221262,-0.355230426813302,0.213799423932967,-0.342154359780047
"6129","99575291","male",78,"OTHER","no","English","yes","11","no","no",NA,3.25,3,3.25,2.75,2.75,3,2.75,2.75,"White",0.195191804137209,0.0976859125425502,0.268296674522126,-0.206909531290914,-0.557966745221262,-0.105230426813302,-0.0362005760670332,-0.0921543597800469
"6130","99575305","male",80,"OTHER","no","English",NA,"9","no","no",NA,3,3,3.5,3,3,3.25,3.25,3.25,"White",-0.0548081958627913,0.0976859125425502,0.518296674522126,0.0430904687090861,-0.307966745221262,0.394769573186698,0.213799423932967,0.407845640219953
"6131","99575329","female",75,"BLACK","no","English","yes","12",NA,"no",NA,1,1,2.5,1.75,1.75,1.75,1.5,1,"Black",-2.05480819586279,-1.90231408745745,-0.481703325477874,-1.20690953129091,-1.55796674522126,-1.8552304268133,-1.28620057606703,-1.34215435978005
"6132","99575335","female",79,"OTHER","no","English",NA,"10","no","no",NA,3.25,3,3,4,3.25,4,3.25,3.75,"White",0.195191804137209,0.0976859125425502,0.018296674522126,1.04309046870909,-0.057966745221262,0.894769573186698,0.963799423932967,0.407845640219953
"6133","99575381","female",77,"BLACK","no","English","yes","12",NA,"yes","9",3.5,2.75,3,3.25,3.5,3.5,3.25,2.75,"Black",0.445191804137209,-0.15231408745745,0.018296674522126,0.293090468709086,0.192033254778738,-0.105230426813302,0.463799423932967,0.407845640219953
"6134","99575400","female",82,"OTHER","no","English","yes","7","no","no",NA,3,3,3.5,3.5,3.25,3.25,3,3,"White",-0.0548081958627913,0.0976859125425502,0.518296674522126,0.543090468709086,-0.057966745221262,0.144769573186698,0.213799423932967,0.157845640219953
"6135","99575405","female",80,"OTHER","no","English",NA,"9","no","no",NA,3.75,2.25,3,2.5,2.75,3,3,3.25,"White",0.695191804137209,-0.65231408745745,0.018296674522126,-0.456909531290914,-0.557966745221262,0.394769573186698,-0.0362005760670332,0.157845640219953
"6136","99575470","female",80,"OTHER","no","English","yes","9","no","yes","8",3,2.75,3.25,3.25,3.25,2.75,2.75,3,"White",-0.0548081958627913,-0.15231408745745,0.268296674522126,0.293090468709086,-0.057966745221262,0.144769573186698,-0.286200576067033,-0.0921543597800469
"6137","99575473","female",77,"OTHER","no","English",NA,"11","no","no",NA,3.75,3.25,3.25,3.75,4.25,3.75,3.25,2.5,"White",0.695191804137209,0.34768591254255,0.268296674522126,0.793090468709086,0.942033254778738,-0.355230426813302,0.713799423932967,0.407845640219953
"6138","99575529","female",79,"BLACK","no","English","yes","8",NA,"yes","8",3.5,2.75,3.25,3,3.5,3,2.75,3.5,"Black",0.445191804137209,-0.15231408745745,0.268296674522126,0.0430904687090861,0.192033254778738,0.644769573186698,-0.0362005760670332,-0.0921543597800469
"6139","99575579","male",80,"OTHER","no","English","yes","9","yes","no",NA,2.5,2.5,3.75,3.25,3.75,2.5,4,3,"White",-0.554808195862791,-0.40231408745745,0.768296674522126,0.293090468709086,0.442033254778738,0.144769573186698,-0.536200576067033,1.15784564021995
"6140","99575621","female",79,"BLACK","no","English","yes","8","yes","yes","7",2,2,2.5,2.75,2,2.5,2.5,3,"Black",-1.05480819586279,-0.90231408745745,-0.481703325477874,-0.206909531290914,-1.30796674522126,0.144769573186698,-0.536200576067033,-0.342154359780047
"6141","99575626","female",79,"BLACK","no","English","yes","10","no","yes","4",3.5,3,3.25,3,3.5,3,3,3,"Black",0.445191804137209,0.0976859125425502,0.268296674522126,0.0430904687090861,0.192033254778738,0.144769573186698,-0.0362005760670332,0.157845640219953
